Class,Policy
Mitigation,Install pedestrian orientated streetlights for increased safety and comfort in Communities of Concern.
Mitigation,Amend the code and street design manual to include standards for pedestrian orientated street lighting in neighborhoods and alleyways.
Mitigation,Partner with public safety to review and reform education programs and enforcement policies related to pedestrian and traffic safety.
Mitigation,"Update City special events permits to prioritize transit, walking and bicycling."
Mitigation,Complete and implement the Mobility Master Plan to ensure City infrastructure can adequately support the goals of the CAP.
Mitigation,Increase number of trash and recycling receptacles in pedestrian corridors/ Transit Prior Areas.
Mitigation,Explore fee structure/incentive program to increase cost savings for shared transportation network company (TNC) trips relative to private TNC trips
Mitigation,Ensure that Capital Improvement Projects comply with all applicable landscape requirements in the Land Development Code.
Mitigation,"Include as shade structures be on building frontages in pedestrian thoroughfares, with preference given to natural shade up to five feet."
Mitigation,Include audible pedestrian signals at all signal-controlled crosswalks.
Mitigation,Install audible wayfinding beacons at complicated intersections and sign locations.
Mitigation,Implement the City’s San Diego River Park Master Plan to increase mobility through enhancement of the River trail.
Mitigation,Implement Assembly Bill 43 to reduce speed limits in select corridors.
Mitigation,"Advocate for a permanent, regional, Youth Opportunity Pass and support the expansion of the program to include college students and residents in Communities of Concern."
Mitigation,Create a quick build policy and design guidelines to facilitate repurposing of the right-of-way or installation of interim or pilot transit projects.
Mitigation,"Develop dedicated bus lanes or shared bus and bike lanes to increase transit efficiency and on-time performance, focusing on routes supporting residents within underserved communities and high-frequency connections for riders going to schools, universities and jobs."
Mitigation,"Implement projects and update the Placemaking Ordinance, including a street furniture program that reduces heat exposure, prioritizes natural shade solutions, provides cool transit stops, and improves access to nearby restrooms in high transit use areas and pedestrian corridors, prioritizing Communities of Concern."
Mitigation,"Ensure every high-volume transit stop has access to transit shelters, which include shade structures and benches; work with MTS to establish standard for the provision of bus shelters in the city (e.g., minimum accommodations) with a priority in Communities of Concern."
Mitigation,"Identify transit stops where upgrades are needed, especially in Communities of Concern, and streamline implementation of upgrades to high priority transit stops."
Mitigation,Facilitate partnerships with universities and colleges with goal of student walk/ride/transit use well-above citywide goals.
Mitigation,"Prioritize and assist MTS with siting and design of complete transit stops in Communities of Concern, including shade trees, lighting, trash bins."
Mitigation,Create programs and incentives for transit passes bundled with all new major developments within one mile of a major transit stop.
Mitigation,Partner with MTS for priority right of way for buses and trolley in roadway corridors and at intersection.
Mitigation,"Support MTS, SANDAG and Caltrans in the creation of transit right of way for regional transit connections."
Mitigation,Amend the Land Development Code to include mandatory transportation demand management (TDM) regulations - citywide.
Mitigation,Develop a City employee TDM policy.
Mitigation,Establish a team and roadmap to support actions that require connectivity and close the digital divide.
Mitigation,"Stand up public WiFi access at City libraries, recreation facilities and various public areas in Low-to-Moderate Income (LMI) areas."
Mitigation,Formalize a regional device refurbishment and distribution program.
Mitigation,Continue to operate a program to loan mobile hotspots and personal computers to residents.
Mitigation,Create a Digital Navigator support line to assist with basic technology issues and provide guidance on low income technology options.
Mitigation,"Create a Digital Literacy program to educate residents, particularly in low-to- moderate income (LMI) areas."
Mitigation,Work with local organizations to distribute refurbished devices previously used by the City to residents at low or no costs.
Mitigation,"Improve and expand data gather and public outreach in Communities of Concern to understand which residents need the most assistance to technology options, what the barriers are to remote work, and improve community’s ability to access technology."
Mitigation,Install traffic circles and roundabouts.
Mitigation,Retime traffic signals to reduce vehicle fuel consumption through improving the flow of traffic.
Mitigation,"Work with the Port District, SANDAG and Caltrans to prepare a feasibility study to identify the best truck route to Tenth Avenue Marine Terminal and diversion, traffic calming and appropriate signage as included in the APCD’s Community Emission Reduction Plan (CERP)."
Mitigation,"Work with communities to implement comprehensive solutions for the curb space, including implementation of timed parking, establishment of parking districts, and programming of the curb space for deliveries, ADA access and other passenger loading, and micro-mobility"
Mitigation,"Focus new development in areas that will allow residents, employees and visitors to safely, conveniently and enjoyably travel as a pedestrian, or by biking, or transit, such as in Transit Priority Areas (TPAs), and areas of the city with the lowest amount of vehicular travel."
Mitigation,"Plan for land uses that will allow existing residents, employees and visitors to more safely, conveniently and enjoyably travel as a pedestrian, by walking, biking, or transit."
Mitigation,"Update the placemaking ordinance to better support mode shift, to increase accessibility, walkability, and activate public spaces"
Mitigation,"Focus on delivering new mixed-use development on sites, including vacant and underutilized lots, located near transit, such as in TPAs and areas of the city with the lowest amount of vehicular travel."
Mitigation,"Implement active transportation in lieu fees to fund pedestrian, cyclist and transit investments where the greatest GHG emissions reductions will result, in accordance with Complete Communities: Mobility Choices."
Mitigation,"Amend local regulations, like the Placemaking ordinance, and policies to allow for wider sidewalks and the use of setbacks for public spaces and place making."
Mitigation,Implement temporary and permanent car-free zones/zero emission zones.
Mitigation,"Maximize new development in areas located with safe, convenient, and enjoyable access to transit."
Mitigation,"Support expansion of urban greenspace including park access, open space, and wildlife corridors where appropriate, along streets to encourage outdoor activity, walking, and increase pedestrian access to parks in Communities of Concern."
Mitigation,"Amend the General Plan Mobility Element to include a Complete Streets policy to enable safe, attractive and comfortable access so that pedestrians, bicyclists, motorists and transit users of all ages and abilities can safely travel within the public right of way."
Mitigation,"Amend land development code regulations to require more efficient pedestrian access between existing and new development (e.g., between adjacent lots)."
Mitigation,Prioritize as part of the Environmental Justice Element work on air quality emissions reduction opportunities with APCD and Communities of Concern.
Mitigation,Optimize use of curb space including management of on-street parking in TPAs.
Mitigation,Amend the land development code to eliminate parking minimum requirements.
Mitigation,Amend the land development code to establish parking maximum requirements for use types and locations where appropriate.
Mitigation,Amend the land development code to prohibit new auto-oriented land uses that would create conflicts with walking and bicycling within TPAs.
Mitigation,"Approve and implement the Polystyrene Foam and Single Use Plastics Ordinance, pending Environmental Impact Report."
Mitigation,Expand the Polystyrene Foam and Single Use Plastics Ordinance to phase-out single-use materials and prioritize reuse rather than disposable goods.
Mitigation,Capture landfill methane gas emissions.
Mitigation,Through an update to the City’s administrative regulations include purchasing requirements for sustainable products and food whenever option is available.
Mitigation,"1) Reduce GHG emissions and water use of total beef, pork, chicken, turkey and dairy purchases by 20%."
Mitigation,"2) Increase local, healthy, and sustainable foods to 20% of total food purchases prioritizing locally sourced, valued workforce and animal welfare"
Mitigation,"Include procurement targets, with a focus on the maintenance of street easements, parks, and other green spaces, for purchasing compost through the Miramar Greenery or other local composting facilities to expand the demand and production of high quality compost in the city."
Mitigation,Create a food council or advisory board with local stakeholders.
Mitigation,Invest in expanding the food waste prevention network - expand infrastructure & partnerships for edible food recovery.
Mitigation,"Require food waste prevention, donation and recycling plans for all City food service operations and large events on City managed, leased or owned lands."
Mitigation,"Establish a multidisciplinary team of subject matter experts across City departments with a focus on land use, economic growth, neighborhood vitality and healthy food access to work with community members to expand urban agricultural programs and develop policies to encourage community- based farms, including demonstration projects."
Mitigation,Working with the County and Farm Bureau to support investments in climate- smart agriculture and local food supply chain.
Mitigation,"Partner with County of SD to increase community access to Federal meal programs (EBT, WIC, etc.) and incentivize usage of these programs for local food access (CSA, farmers market, retail)."
Mitigation,Incorporate food security and resilient local food systems into climate resilience and emergency planning.
Mitigation,"Invest in a network of local food sourcing, aggregation, distribution and processing infrastructure including regional food hubs, neighborhood scale commercial kitchens or shared kitchens, and other food businesses, particularly in low-income communities."
Mitigation,"Regulate or activate programs for food businesses to minimize food related carbon emissions including requiring food waste prevention, donation and recycling plans for businesses/ institutions (for Tier 1 and Tier 2 generators outlined in SB1383) and provide technical assistance and resources. Also include checklist and outreach as part of business licensing process."
Mitigation,"Incentivize incorporation of urban agriculture features including indoor agriculture, edible forestry, community gardens, etc."
Mitigation,Increase community participation with Urban Agriculture Incentive Zone (UAIZ) program.
Mitigation,"Update, adopt and implement the Zero Waste Plan."
Mitigation,"Create a community reuse and repair program to increase waste diversion, reduce material consumption and develop training and learning opportunities."
Mitigation,"Update the Citywide Recycling Ordinance to ban divertible materials (yard waste, food) from residential and commercial trash containers, in compliance with SB 1383."
Mitigation,"Develop a marketing plan for compost and mulch developed within the city. Identify and target compost and mulch markets in urban areas as well as urban agriculture. Partner with industries to increase compost and mulch use including landscaping, stormwater and water conservation."
Mitigation,Analyze city regulations and other barriers to developing businesses
Mitigation,"that reuse or repair consumer goods, where doing so will not adversely impact the surrounding residential neighborhood."
Mitigation,"Increase public awareness of and access to opportunities for reuse, product rentals, repair, and donation."
Mitigation,Support and expand citywide reuse infrastructure.
Mitigation,Support community composting enterprises through strategic partnerships.
Mitigation,Increase enforcement presence to ensure compliance with recently modified City Recycling Ordinance and increase waste diversion.
Mitigation,"Evaluate and provide input on State and Federal producer responsibility requirements and laws, to focus on hard to recycle and/or hazardous items impacting San Diego’s waste stream."
Mitigation,Implement a public mattress recycling drop-off location.
Mitigation,Partner with franchise waste haulers to address barriers to increasing diversion rates.
Mitigation,"Continue and enhance public outreach programming that provides residents with strategies for household waste reduction, including from food waste and shipping and packaging (e.g., on-demand deliveries), including outreach in languages that reflect the diverse needs of San Diego."
Mitigation,"Amend the Construction & Demolition regulations to establish a deconstruction requirement to reduce demolition waste from construction and renovation, facilitate material reuse and create jobs."
Mitigation,Capture methane gas from wastewater treatment.
Mitigation,"Protect, restore and enhance urban canyons. Support habitat restoration of urban canyons, inclusion of environmental education and recreation opportunities, and continued preservation."
Mitigation,"Develop an area specific management plan to protect, restore and preserve wetland and upland areas on City managed lands, prioritizing Communities of Concern."
Mitigation,Develop Natural Resource Management Plans on all managed preserved lands and include in plans the sequestration as the information becomes available.
Mitigation,Prioritize partnerships with San Diego’s tribes and restorative environmental justice opportunities on wetland restoration projects.
Mitigation,Acquire Open Space Conservation Land.
Mitigation,Create a pilot carbon farming program on vacant public land or in partnership with educational institutions and non-profit organizations.
Mitigation,Partner with the San Diego River Conservancy and other agencies to identify sequestration opportunities through restoration projects.
Mitigation,Increase tree planting in Communities of Concern starting with the planting of 40K new trees in these communities by 2030.
Mitigation,"Create a Street Tree Master Plan with a target of planting 100,000 trees by 2035. Within the Street Tree Master Plan, identify City lands and spaces that need trees and identify ways to increase permeable areas for new trees, focused in Communities of Concern."
Mitigation,Conduct a new Urban Tree Canopy assessment utilizing light detection and ranging (LiDAR) technology to identify areas in need of additional tree canopy.
Mitigation,Increase tree planting in Communities of Concern by identifying city lands/ spaces that need trees.
Mitigation,"Develop a plan to increase permeable areas for new trees and restore spaces that have been paved, focused in Communities of Concern."
Mitigation,Support expansion of urban tree canopy in parks and along active transportation network. Prioritize implementation in Communities of Concern.
Mitigation,"Develop policies that encourage and incentivize developers, homeowner associations, and other organizations to preserve, maintain and plant trees."
Mitigation,"Reform, streamline, and expand the No Fee Street Tree program to remove barriers that exist which detour or prohibit participation by residents within Communities of Concern."
Mitigation,"Protect and maintain all healthy City trees that have minimal conflicts to existing and future infrastructure, by use of policy, code, public outreach and code enforcement."
Mitigation,Amend the Land Development Code to increase landscape and parking lot tree planting requirements.
Mitigation,"Streamline permitting for tree planting, dedicate resources to planting in non- traditional street tree locations, and provide reduced fees or fee waivers in Communities of Concern."
Mitigation,Revise Council Policies and Municipal Codes to strengthen tree protection and enhance tree planting efforts.
Mitigation,Increase irrigation for trees in Parks and in Street rights-of-way.
Mitigation,"Implement a citywide protocol for tracking planted, removed and maintained street trees."
Mitigation,"Explore allocating revenue from tree removal fines, including from the placement of utility equipment located in the right of way, and fees to fund the planting of new trees."
Mitigation,Expand volunteer programs and partnerships with community organizations to plant and maintain trees.
Mitigation,Support the creation of new urban green space along freeways and city right of way.
Mitigation,"Ensure the diversification of tree species, including using native tree and shrub species and/or species that are adapted to higher temperatures and require less water."
Mitigation,"As established in the Energy Cooperation Agreement with the City and SDG&E, implement the Right Tree, Right Place program (or successor programs), identify additional tree planting locations, assist with tree species ideas, and provide technical support through SDG&E’s arborists."
Mitigation,"Monitor and report on SDG&E’s plans to supplant the City’s efforts with direct in-community charitable support for planting up to 2,500 trees in the city over 10 years."
Mitigation,Perform proper tree maintenance and tree removal to promote a healthy urban forest and safety of trees in public spaces.
Mitigation,Redesign hardscape infrastructure around existing City trees when possible in order to increase large tree canopy cover.
Mitigation,Develop local water supply and reduce dependence on imported water.
Mitigation,Support ongoing gallon per capita water use (GPCD) targets.
Mitigation,"Expand awareness of the City’s Rainwater Harvesting Rebates and Grass Replacement Rebates programs to increase participation in the programs and facilitate accessibility to residents across the City, prioritizing those within Communities of Concern and areas that have had historically lower participation in the programs ."
Mitigation,"Advance undergrounding of utilities to provide a means to reduce energy use, increase green space preservation, sustainably process and store water and wastes, securely and efficiently site critical infrastructure, prevent and reverse degradation of the urban environment, and enhance quality of life."
Mitigation,Maximize planning and implementation of green infrastructure at watershed scale and site specific with focused stakeholder engagement efforts in Communities of Concern.
Mitigation,Investigate opportunities to capture and reuse rainwater.
Mitigation,Implement Waterways Restoration projects.
Mitigation,Increase opportunities for stormwater harvesting by evaluating new harvesting methodology to determine viability.
Mitigation,"Amend building code regulations to require a percentage of all non-roof (e.g., hardscape) surfaces around new buildings meet certain criteria to reduce urban heat island effect."
Mitigation,"Install cool pavement material on City parking lots and in the public right- of-way, prioritizing Communities of Concern, to increase building energy efficiency and reduce urban heat island effect."
Mitigation,Explore policies and incentive programs to electrify construction equipment
Mitigation,Build programs and partnerships to recognize and incentivize business practices that align and implement the CAP strategies and measures.
Mitigation,Identify opportunities to improve city processes to facilitate faster deployment of technologies and practices in San Diego.
Mitigation,"Investigate advanced air quality control systems, including GHG removal technologies and criteria pollutant control technologies."
Mitigation,"Exploring the use of GHG emission offsets which can include techniques such as increasing carbon sequestration in soils, forests and farmland, purchasing clean electricity credits from neighboring states, or through emerging technological approaches such as the direct capture and removal of carbon from the atmosphere."
Mitigation,Participate in research around regional and/or local benefitting offset programs that ensure the benefits of investments are prioritized in the City’s Communities of Concern.
Mitigation,"Continue to engage on the development of research and data around the sequestration potential of various types of natural spaces including blue carbon sequestration, more specifically develop a citywide sequestration standard for wetlands restoration."
Mitigation,Support partners such as tribal governments and universities to restore salt marshes and wetlands ecosystems for sequestration.
Mitigation,"As it pertains to GHG avoidance, the City’s CAP Implementation Plan will focus and prioritize the core benefit of air quality to support the shared regional efforts to address nonattainment and improve air quality equitably."
Mitigation,Advocate for APCD to develop CERP-like plans in all communities.
Mitigation,"Support the regional efforts to address nonattainment, toxic air contaminants in Communities of Concern."
Adaptation,Mapping of critical infrastructure vulnerable to extreme heat events
Adaptation,Outreach programs for outdoor workers and others susceptible to extreme heat
Adaptation,Education of disadvantaged communities on heat-related risk and methods to prevent heatrelated illness
Adaptation,Updates to the Excessive Heat Response Plan prepared by the Health and Human Services Agency
Adaptation,Research on the effects of a warmer climate on the agricultural industry
Adaptation,Understanding the tolerance of current crop mixes to withstand increased temperatures
Adaptation,Evaluation of water supply systems and network vulnerabilities
Adaptation,"Use of on-site greywater and rainwater reuse, and recycled water systems"
Adaptation,Transfer of knowledge and technologies to assist farms with new production methods and drought-tolerant species
Adaptation,Continued efforts to reduce potable water use in outdoor landscaping
Adaptation,Expansion of existing water conservation education outreach programs for residents and businesses
Adaptation,"Collaboration with federal, State, and local agencies and organizations to identify future water supplies, explore alternative supply sources, and improve capacity"
Adaptation,"Mapping to identify locations that are newly at risk, or at higher risk for fire hazards"
Adaptation,"Mapping of critical infrastructure in previously burned areas and in locations vulnerable to wildfires, and upgrades to infrastructure where applicable"
Adaptation,"Strategy coordination with federal, State, and local agencies to establish ecological recovery programs"
Adaptation,Coordination and improvement of emergency preparedness systems
Adaptation,Expansion of existing underground utilities program
Adaptation,Evaluation of and improvements to stormwater infrastructure for high-intensity rainfall events
Adaptation,Improvements to sewage and solid-waste management infrastructure
Adaptation,Use of pervious pavements and landscaping in developed areas
Adaptation,Mapping of critical facilities and infrastructure locations vulnerable to flooding and upgrade and/or relocation of infrastructure where applicable
Adaptation,Replanting of bare or disturbed areas
Adaptation,Implementation of the MHMP to address climate change-related flooding impacts
Adaptation,Improve flood warning and information dissemination
Adaptation,Mapping to identify areas affected by sea-level rise
Adaptation,Support and monitor ongoing analysis of sealevel rise data
Adaptation,Updates to the County’s MHMP to incorporate sea-level rise
Mitigation,Implement the South County MSCP and future additional conservation efforts
Mitigation,"Acquire 2,622 acres of open space conservation lands"
Mitigation,Acquire 437 acres of open space conservation lands per year
Mitigation,Expand the eligibility criteria for the PACE Program
Mitigation,Acquire 443 acres of agricultural easements
Mitigation,Acquire 443 acres of agricultural easements per year
Mitigation,"Promote consumption of locally grown and raised food through public outreach and education, which may include working with procurements to have institutions buy local produce including County Operations procurements (e.g., the Psychiatric Hospital and Polinsky Center)."
Mitigation,"Collaborate with agricultural stakeholders and the University of California Cooperative Extension to develop conservation and sustainable agricultural farming practices, carbon farming methods, and other climate beneficial practices on agriculture lands and rangeland, including practices and incentives that reduce the impact and use of synthetic fertilizer"
Mitigation,Explore sustainable manure management practices and incentives through promotion of the California Department of Food and Agriculture Dairy Digester Research and Development Program and the Alternative Manure Management Program
Mitigation,Explore funding opportunities and collaborations to provide information about the impact of food choices through public outreach and education
Mitigation,Implement and explore funding opportunities and collaborations to track the Eat Well Practices with an emphasis on less carbon-intense foods and more plant-based meals
Mitigation,Update 15 community plans that include villages
Mitigation,Update 4 community plans that include villages
Mitigation,Study the feasibility of developing an incentive-based transfer of development rights program
Mitigation,"Collaborate with the San Diego Association of Governments (SANDAG), the San Diego Metropolitan Transit System (MTS), and the North County Transit District (NCTD) to explore expansion of transit service to the unincorporated areas"
Mitigation,"Collaborate with incorporated cities, California Department of Transportation (Caltrans), and SANDAG to consider additional park-and-ride facilities"
Mitigation,"Promote weekly Certified Farmers’ Markets to provide access to fresh, locally grown produce to County residents, such as working with Farmers’ Markets to accept EBT cards to make access for our vulnerable populations available."
Mitigation,Promote the adoption of the Eat Well Practices by outside organizations to support climate beneficial practices
Mitigation,"Improve 700 centerline miles of roadway segments, including 250 intersections and 210 lane miles of bikeway improvements"
Mitigation,"Improve 500 centerline miles of roadway segments, including 250 intersections and 210 lane miles of bikeway improvements"
Mitigation,Amend the San Diego County Code of Regulatory Ordinances to include a Transportation Demand Management (TDM) Ordinance
Mitigation,Provide information about existing ridesharing services to local employers
Mitigation,Encourage employers to implement a guaranteed ride home program
Mitigation,Promote and educate residents about ride matching programs and services
Mitigation,Monitor State efforts related to the California Road Charge Pilot Program through the Department of Planning & Development Services
Mitigation,"Conduct additional outreach to increase participation in the County’s vanpool, carpool, and transit pass subsidy programs, and the GWOW Program"
Mitigation,Encourage employees to participate in the San Diego Association of Governments’ (SANDAG) iCommute Program
Mitigation,Amend the San Diego County Zoning Ordinance
Mitigation,Implement the 2016 Green Fleet Action Plan Implementation Strategy
Mitigation,Develop strategies to address barriers to alternative fuel deployment
Mitigation,Develop a local vehicle retirement program
Mitigation,"Retire 1,600 late-model vehicles (model year 1996 or older)"
Mitigation,Develop and implement a local Electric Vehicle (EV) Incentive Program
Mitigation,Install Level 2 EV charging stations in the unincorporated County through a partnership with the local utility
Mitigation,Provide information to multi-family and non-residential property/business owners to leverage the local utility’s EV resources
Mitigation,Collaborate with SANDAG to encourage installation of EV charging stations in new residential and non-residential developments
Mitigation,Implement the County’s Strategic Energy Plan and the Green Fleet Action Plan Implementation Strategy
Mitigation,Update the County’s Strategic Energy Plan and the Green Fleet Action Plan Implementation Strategy
Mitigation,Develop a program to install electric vehicle charging stations (EVCS) in priority areas and establish a pilot project to install 100 Level 2 charging stations
Mitigation,"Install 1,940 Level 2 charging stations"
Mitigation,"Provide education and marketing related to the purchase of electric vehicles (EVs), available charging infrastructure, and existing EV resources and programs"
Mitigation,Develop and implement a local EV Incentive Program
Mitigation,Collaborate with regional partners to encourage installation of EVCS in new residential and nonresidential developments
Mitigation,Promote the State’s Electric Vehicle Climate Credit
Mitigation,Support programs from the local utility to install EVCS
Mitigation,Establish a local direct investment program
Mitigation,"Fund, implement, register, and verify direct investment projects"
Mitigation,Encourage development of carbon offset projects to capture the co-benefits locally and encourage participation of these projects in a local carbon offset registry
Mitigation,Amend Title 9 of the San Diego County Code of Regulatory Ordinances (County Construction Codes)
Mitigation,"Develop a program for existing homeowners meeting certain income criteria to reduce the cost to replace natural gas tank‐ based water heaters with solar, electric, or tankless gas"
Mitigation,Continue to implement the County’s Green Building Incentive Program
Mitigation,Implement the County’s Strategic Energy Plan (SEP) to achieve a 10% reduction in energy use intensity at County facilities below 2014 levels
Mitigation,Update the County’s SEP to incorporate a 20% reduction in energy use intensity at County facilities below 2014 levels
Mitigation,Implement the Comprehensive Renewable Energy Plan (CREP) Phase One Report
Mitigation,Establish a Renewable Energy Program
Mitigation,"Continue the online solar PV permitting, County innovation initiatives, and the Solar and EV Ready Ordinance"
Mitigation,Collaborate with regional partners to provide outreach and education to property owners on renewable energy systems financing programs
Mitigation,Collaborate with San Diego Gas & Electric and PV developers to increase battery storage capacity in the unincorporated county to maximize use of on-site solar
Mitigation,Develop County renewable electricity projects through Power Purchase Agreements and other funding mechanisms that would fund development of on-site renewable electricity systems
Mitigation,Implement the County’s Strategic Plan to Reduce Waste and increase solid waste diversion
Mitigation,"Collaborate with the San Diego County Water Authority (SDCWA) and local water districts to provide education and outreach to homeowners on water conservation tips, financial programs, and incentives"
Mitigation,Amend Title 8 of the San Diego County Code of Regulatory Ordinances (Water Conservation in Landscaping)
Mitigation,Collaborate with the San Diego County Water Authority (SDCWA) and local water districts to provide education and outreach to property owners on drought-tolerant landscaping and use of drought-tolerant plant species
Mitigation,Implement the County’s Strategic Energy Plan (SEP)
Mitigation,Work with the Padre Dam Municipal Water District on the Advanced Water Purification Program
Mitigation,"Increase participation in the Metropolitan Water District of Southern California’s rain barrel rebate program through outreach, education, and marketing"
Mitigation,Convert farm equipment to electric through San Diego County Air Pollution Control District financial incentives
Mitigation,Convert stationary petroleum-diesel or gas-powered irrigation pumps to electric through San Diego County Air Pollution Control District financial incentives
Mitigation,Amend Title 8 of the San Diego County Code of Regulatory Ordinances (Water Conservation in Landscaping Ordinance)
Mitigation,"Plant 3,500 trees annually"
Mitigation,Implement Tree Planting Program
Mitigation,Conduct a Tree Canopy Assessment
Mitigation,"The City shall provide integrated transportation and land use decisions that enhance smart growth development served by complete streets, which facilitate multimodal transportation opportunities"
Mitigation,"The City should design streets in a manner that is sensitive to the local context and recognizes that needs vary between mixed use, urban, suburban, and rural settings."
Mitigation,The City shall ensure that the entire right-of-way is designed to accommodate appropriate modes of transportation.
Mitigation,"The City shall encourage an automobile Level of Service “D” on street segments and at intersections throughout the circulation network while also maintaining or improving the effectiveness of the non-automotive components of the circulation system (i.e. pedestrians, bicyclists, and public transit), especially in the Town Center area."
Mitigation,"The City should ensure adequate accessibility for all modes to the northern undeveloped area of the City by designating a functional network of public streets for future dedication either prior to, or concurrent with anticipated need."
Mitigation,"The City should encourage traffic circulation improvements such as, but not limited to, enhanced roadway markings, synchronized traffic signals, and Intelligent Transportation System (ITS) network management."
Mitigation,The City should work with the region to develop traffic and congestion management programs to improve commute times and improve air quality.
Mitigation,The City should consider reducing parking requirements in the town center area and at transit stations as transit ridership increases over time due to increased development intensities and a broader mix of land uses.
Mitigation,The City should maximize shared parking opportunities for uses with varied peak parking periods.
Mitigation,The City should exercise flexibility in the application of parking standards to support transit-oriented development
Mitigation,"The City should coordinate with SANDAG and MTS to maintain and enhance transit services in the City so that they are efficient, cost-effective, and responsive to growth and redevelopment."
Mitigation,The City should coordinate with SANDAG and MTS to improve bus stop and shelter facilities to increase the comfort of users.
Mitigation,"The City should coordinate with SANDAG and MTS to provide multi-modal support facilities and adequate access near and to/from transit stops for bicyclists and pedestrians, including children and youth, seniors, and persons with disabilities."
Mitigation,The City should coordinate with SANDAG and MTS to post route maps and pick-up/dropoff times at each stop.
Mitigation,"The City should coordinate with MTS to encourage establishing transit stops in areas of concentrated activity such as near senior housing projects, medical facilities, major employment centers, and mixed use areas."
Mitigation,"The City should coordinate with MTS to accommodate transit centers and major stops with adequate bicycle and pedestrian access and secure bicycle storage where appropriate. Include facilities that are well designed, provide appropriate lighting and are safe, comfortable, and attractive."
Mitigation,"The City should provide incentives for transit-oriented development, such as a parking reduction consistent with regional standards, for more intense development and higher density residential uses along major transportation corridors or in areas accessible to transit use."
Mitigation,"The City shall continue to implement and maintain a comprehensive bicycle route system, and to designate appropriate bikeways through the regular update of the City’s Bicycle Master Plan."
Mitigation,"The City should strive to achieve objectives and policies identified in the Bicycle Master Plan including those related to bicycle safety awareness, bicycle promotion, maintenance and monitoring"
Mitigation,The City should promote the development of hiking and bicycle trails along the San Diego River in conjunction with the San Diego River Plan.
Mitigation,"The City should require new development and redevelopment to provide connections to existing and proposed bicycle routes, where appropriate."
Mitigation,"The City should keep abreast of bicycle facility innovations in other cities and regions, and seek to incorporate these into the bicycle network."
Mitigation,"The City should require the incorporation of pedestrian-friendly design concepts where feasible including separated sidewalks and bikeways, landscaped parkways, traffic calming measures, safe intersection designs and access to transit facilities and services into both public and private developments."
Mitigation,"The City should provide for the connectivity of wide, well-lit sidewalks and environments with safety buffers between pedestrians and vehicular traffic, where feasible."
Mitigation,The City should pursue the elimination of physical barriers around public facilities and commercial centers to improve access and mobility of the elderly and disabled in a manner consistent with the Title 24 of the California Code of Regulations and the federal Americans with Disabilities Act (ADA).
Mitigation,"The City shall require non-contiguous sidewalks on all streets with a residential collector classification or higher, as appropriate."
Mitigation,"The City should identify and implement pedestrian improvements with special emphasis on providing safe access to schools, parks, community and recreation centers, and shopping districts."
Mitigation,"The City should promote walking and improve the pedestrian experience by requiring pedestrian facilities along all classified streets designated on the Circulation Plan; by implementing streetscape improvements along pedestrian routes that incorporate such elements as shade trees, street furniture, and lighting; by orienting development toward the street; by employing traffic calming measures; and by enforcing vehicle speeds on both residential and arterial streets."
Mitigation,The City should promote walking as the primary travel mode for the school trip through implementing the citywide Safe Route to School Plan.
Mitigation,"The City should improve pedestrian safety at intersections and mid-block crossings, where appropriate."
Mitigation,"On all primary pedestrian corridors, the City shall ensure adequate green time, based on established standards, at all crosswalks that allow the elderly and disabled to cross City streets on a single green light."
Mitigation,The City should provide connected network of safe pedestrian crossings throughout the City.
Mitigation,"The City should enhance pedestrian visibility by enforcing parking restrictions at intersection approaches, improving street lighting, and minimizing obstructions."
Mitigation,"The City shall encourage and provide for Ride Sharing, Park ‘n Ride, and other similar commuter programs that eliminate vehicles from freeways and arterials."
Mitigation,The City should encourage businesses to provide flexible work schedules for employees
Mitigation,The City should encourage employers to offer shared commute programs and/or incentives for employees to use transit.
Mitigation,"The City should encourage the use of alternative transportation modes, such as walking, cycling and public transit. The City should maintain and implement the policies and recommendations of the Bicycle Master Plan and Safe Routes to School Plan to improve safe bicycle and pedestrian access to major destinations."
Mitigation,The City should improve safety of walking and biking environment around schools to reduce school-related vehicle trips.
Mitigation,The City shall remain actively involved in regional issues.
Mitigation,"Reduce energy use by an average of 14% in residential units that complete the energy audits and implement recommended energy retrofits. Estimated 65 units implement energy retrofits (reduce 66,890 kWh19 and 3,943 therms20)."
Mitigation,"Reduce energy use by an average of 14% in residential units that complete the energy audits and implement recommended energy retrofits. Estimated 65 units implement energy retrofits (reduce 66,890 kWh and 3,943 therms)."
Mitigation,"Reduce energy use by an average of 25% in residential units that complete the energy audits and implement recommended energy retrofits. Estimated 800 units implement energy retrofits (reduce 15,065,193 kWh21468,554 therms"
Mitigation,"Reduce energy use by an average of 25% in residential units that complete the energy audits and implement recommended energy retrofits. Estimated 800 units implement energy retrofits (reduce 15,065,193 kWh and 468,554 therms"
Mitigation,"Reduce energy use by 12% beyond Title 24 energy efficiency in residential units that complete the energy audits and implement recommended energy retrofits. Estimated 1,500 units."
Mitigation,"Reduce energy use by 14% in residential units that complete the energy audits and implement recommended energy retrofits. Estimated 2,000 units."
Mitigation,"Reduce energy use by an average of 14% in existing commercial space that complete the energy audits and implement energy retrofits. Estimated 44 businesses will implement energy retrofits (reduce 1,651,021 kWh23and 14,551 therms2425)."
